nota_do_exame,horas_de_estudo_por_dia,horas_de_sono,horas_redes_sociais,qualidade_da_dieta,qualidade_da_internet,genero,trabalho_meio_periodo,percentual_de_presença,saude_mental
79.09786719551968,1.7506031489365812,9.056094280666095,0.07325189587803416,Regular,Excelente,Masculino,Nao,64.80849051607592,Alta
72.92988794637368,1.0651256461090908,7.561886578485252,4.2087874954616264,Boa,Ruim,Outro,Nao,79.02902725737192,Media
66.931934688466,6.530348697754762,4.142827987348842,5.914025150279012,Boa,Excelente,Feminino,Nao,68.23096934873914,Media
54.87526318561763,2.7810976691261597,5.1205487856023275,4.937612901951994,Ruim,Boa,Feminino,Sim,97.87791646505224,Alta
9.754568796151386,0.3198362947521005,7.937406312143644,2.733903718888531,Regular,Excelente,Masculino,Sim,73.38092870307719,Media
96.72581677391292,0.24508602549127279,6.165543984422377,2.8394779086634605,Ruim,Regular,Feminino,Nao,75.48037892700282,Alta
29.690356706239452,4.083287232371774,8.340420976958285,4.752790880121351,Regular,Regular,Outro,Nao,69.79200607344748,Alta
64.06432691583628,3.2468457205458714,8.223475051766325,5.121960626948309,Regular,Regular,Feminino,Sim,63.85240639587837,Baixa
56.32057338960996,5.932475641391864,5.0236866002107625,2.7648256073777473,Regular,Ruim,Feminino,Nao,97.00612138693062,Alta
27.24736920800752,0.240238373912657,8.619001810391941,4.898323631509469,Regular,Regular,Feminino,Sim,79.97230653859496,Media
77.5706849190654,4.017221336038142,6.3521344919762734,3.952330188725319,Regular,Regular,Outro,Sim,77.24658070224753,Media
88.49029257217512,6.494648292023406,7.6135214582203545,2.5331392081008213,Regular,Ruim,Masculino,Sim,65.56198471461549,Alta
76.56537864457201,1.4371425020376085,5.210524969074115,3.75531463730781,Regular,Boa,Outro,Sim,80.38915941756267,Baixa
35.057108874601674,0.3168881533396375,5.834443822015659,5.701795078564444,Boa,Boa,Feminino,Sim,72.94113211914764,Media
2.1697775623994,3.9486778113546386,4.867522589340442,2.728024110965189,Ruim,Regular,Masculino,Nao,88.83721198116419,Baixa
80.36804045800112,5.187017408455506,5.160641282844306,4.419623691586477,Boa,Excelente,Masculino,Sim,84.2135298354459,Media
83.32536146055561,0.7957214481671615,7.951476702147898,3.245721376118653,Boa,Boa,Outro,Sim,84.76814416173121,Baixa
75.51450284995583,5.156751106970529,7.53508380608007,0.24394483429658376,Ruim,Excelente,Outro,Sim,87.97928842060222,Alta
53.82963619828464,4.230011945816899,4.739208070950477,0.18772092552850728,Regular,Excelente,Outro,Nao,88.48784059996774,Media
97.74295834615926,6.304829861267229,6.82995974854932,0.15785453736160404,Ruim,Excelente,Outro,Nao,69.15912886042109,Media
63.90737604125308,6.0176769362841,5.060525434608363,1.2842344627666056,Boa,Excelente,Masculino,Nao,68.05884836418947,Baixa
26.343613593585136,3.8691659618656713,9.914436843969154,2.5100820240697823,Regular,Boa,Feminino,Nao,84.72493363899363,Alta
30.124146007517528,6.461077825545909,4.2960867679356225,3.142283161806965,Regular,Ruim,Feminino,Sim,79.64874076365774,Alta
5.846559672191532,6.936747943328672,4.700926098827489,0.7532167153784224,Ruim,Excelente,Feminino,Sim,84.01250736975544,Baixa
0.41074512992054224,2.139699733898752,5.625130953078167,5.341641828448514,Boa,Ruim,Masculino,Sim,72.20155797037653,Alta
98.57620561074408,6.65408632525936,4.035945046111572,0.4188517241225902,Boa,Ruim,Feminino,Sim,64.06097413101341,Baixa
66.51543897461313,7.564119626537309,8.024879437116486,1.2683093170025597,Boa,Regular,Feminino,Sim,67.34565589279944,Media
0.85410603190329,1.7283126704492444,7.142379223433963,3.4543667932671323,Regular,Ruim,Masculino,Sim,80.18478483373238,Baixa
10.210950947695185,6.122492564637256,4.884554594872123,1.6781979663342865,Boa,Excelente,Outro,Sim,82.9701110253411,Alta
24.165520671322593,2.4770901718455196,6.5927187059077195,4.157721078296225,Boa,Boa,Outro,Sim,97.17648770897858,Baixa
10.87816786768363,6.337001343753822,9.375193577500738,3.6673394594563007,Regular,Boa,Feminino,Nao,89.8521371611923,Alta
39.75082500474944,2.7196690543722646,6.2072486149542705,3.18412966928958,Boa,Excelente,Feminino,Sim,65.38551248873765,Media
39.14115220409199,2.1513744430743937,6.7905432191350314,1.2425307551722986,Regular,Boa,Outro,Nao,98.30182975925527,Baixa
66.51965034098968,2.420771137619824,6.060532915009648,3.7645638680074858,Regular,Regular,Outro,Sim,92.96438430146539,Media
86.80961427820955,7.351790586667013,7.297867189059362,4.3490099683159045,Boa,Regular,Masculino,Sim,79.8733449379074,Media
45.47627633511955,4.155942197466446,4.455799036898293,3.408629459433124,Boa,Excelente,Feminino,Nao,77.29646432228827,Baixa
73.50972159288507,5.160507144295588,9.72266463765516,0.13658894907802543,Ruim,Ruim,Masculino,Nao,83.35657376834041,Baixa
15.150876605670383,2.988307912088267,9.194693605281019,1.2735331279108202,Ruim,Regular,Feminino,Nao,92.25000507008303,Baixa
56.7343785601555,7.567098229164224,4.373732966845947,0.7078251176634218,Ruim,Ruim,Outro,Nao,61.588466348525216,Media
46.02698029950343,3.2488627734941815,7.547821985602488,5.7873375334805,Regular,Excelente,Feminino,Nao,85.99734574230645,Alta
1.409044676674609,6.403367500935764,5.069916699154069,0.6247411600941688,Regular,Excelente,Masculino,Sim,68.15079088165156,Alta
82.69692813541307,0.09733370966120525,7.725027624555388,5.7675782154235895,Regular,Ruim,Feminino,Nao,67.84120793765746,Alta
52.692690050308386,7.68765860489713,6.557411523565058,4.737750885244819,Boa,Regular,Feminino,Sim,81.61280472459171,Media
99.68896344132814,5.369922028691021,5.107726795099425,3.328549521800317,Ruim,Boa,Masculino,Sim,75.21068300003198,Alta
78.55204597495515,3.95125994830293,7.6506520887627785,2.0753519558100235,Ruim,Excelente,Masculino,Sim,65.00241795472785,Baixa
51.826435592996624,6.455904341331069,6.824261200390772,2.798021418250892,Ruim,Ruim,Masculino,Sim,87.32731889167378,Baixa
72.71509886562517,5.243926844434654,9.850171364323952,4.392361943722176,Ruim,Excelente,Feminino,Nao,81.84121988998982,Media
40.77449570658713,7.948688621766103,9.425180793708163,3.0427173836202166,Boa,Boa,Masculino,Sim,60.84895288699088,Media
19.42303964108466,5.651287541669414,5.016886828488457,5.468961077963691,Boa,Regular,Masculino,Nao,86.63152554073073,Baixa
94.0197300811697,3.7484545620838245,4.839610428521239,4.32682620337181,Ruim,Ruim,Feminino,Sim,71.04884515698839,Baixa
5.443664883269895,4.875776567990471,4.72440510222842,2.230478969588515,Ruim,Boa,Feminino,Sim,82.84022463878172,Media
14.816435639813685,3.9530542212462807,8.0827002223282,5.00623640248498,Ruim,Ruim,Outro,Nao,61.626613228603595,Baixa
80.61956156980598,4.626048701404615,9.43175242982209,0.3948032252020439,Ruim,Boa,Masculino,Sim,71.69680093158296,Media
4.972992625731409,0.12185820745005405,9.099400365490888,3.133869865906588,Ruim,Excelente,Masculino,Nao,94.59510309305873,Alta
14.79444424823464,3.836643693401496,9.379836968645478,1.3224758629423623,Regular,Regular,Masculino,Sim,67.67186195537835,Baixa
94.29793419118066,3.7984216604830943,8.279502671521612,1.6796050199437476,Regular,Boa,Masculino,Nao,69.10518664406533,Media
60.238548355385944,3.4927950374081025,7.995374221109856,4.780349933282966,Regular,Regular,Outro,Sim,90.96558910417444,Alta
64.87027801381292,2.6480685002292885,8.03665231001909,3.8466882173922983,Boa,Excelente,Masculino,Nao,91.28340103395509,Baixa
92.08749278622138,6.506017773248547,5.962529486277285,3.3062510777555563,Boa,Excelente,Masculino,Nao,91.85239246690125,Baixa
18.587358942255793,2.911349350474378,9.58896597647309,3.2738876003815838,Ruim,Regular,Feminino,Sim,79.50847798189835,Baixa
77.09133274424214,0.0862434879480265,5.867203257610175,5.58001933098738,Boa,Boa,Feminino,Sim,68.35340497086382,Alta
86.54281175711046,2.3546935653997627,5.214000294922716,0.814680026826144,Boa,Ruim,Masculino,Sim,76.942088268882,Alta
14.031736341918622,5.792348745316686,5.7007692790029925,4.391634400601301,Ruim,Boa,Masculino,Sim,75.12732990179776,Baixa
69.7859461981064,0.03534829789893745,7.629879441944375,4.0479405162247915,Ruim,Regular,Outro,Sim,77.3372601966327,Alta
3.575455735984856,0.9068863587186486,9.509085941984706,2.0694642666683345,Boa,Excelente,Masculino,Nao,72.30305427218683,Baixa
72.87156715258412,1.7791856505732664,9.47308082781137,2.924095232392099,Ruim,Excelente,Masculino,Sim,96.42279910731537,Media
65.9084956152744,1.8952379015285326,5.9905471571369,4.0071449851001555,Regular,Boa,Feminino,Nao,76.21619896711385,Media
74.62479804858488,7.978709410013292,8.042868334101552,4.248339625435514,Ruim,Excelente,Feminino,Nao,93.84583266435241,Alta
65.67779929175262,7.48561283034714,6.409358838141751,5.380829983107997,Boa,Ruim,Outro,Sim,98.1191874257607,Baixa
70.6348828992736,2.5748529301771166,8.655594166680492,4.305961753909241,Boa,Regular,Feminino,Sim,76.5133494227922,Media
73.89733787535828,1.3847367906275592,7.079270029636074,1.487863484353129,Ruim,Excelente,Outro,Nao,99.64030477507653,Media
46.6897303943589,2.492175561803207,6.800655134383003,4.684664889135765,Ruim,Regular,Outro,Nao,65.00368057681702,Media
69.64259152325887,6.379727801154737,6.7148205329483055,4.434856357233276,Regular,Ruim,Masculino,Nao,92.76873909954892,Alta
40.04093853225562,2.483251386964171,6.706306500301175,3.4454554612403188,Boa,Excelente,Outro,Sim,85.0036849870389,Baixa
45.60775261046638,1.666367982582245,5.4345355729298745,2.9501026451065893,Ruim,Excelente,Outro,Sim,98.64561338146979,Baixa
67.8414401693177,7.095155767392016,8.554953960723166,2.0742818950404924,Regular,Regular,Outro,Nao,68.59279798958381,Media
40.09051135544457,3.760022318860397,8.546731204008475,4.070148049893272,Boa,Boa,Feminino,Sim,83.17507621041459,Alta
91.56755376094495,1.7084757834304538,9.458009945138127,4.759251942458092,Regular,Regular,Feminino,Sim,79.05650257095974,Alta
56.24378531156693,0.4754508868984857,9.939406460428806,0.28381139891335727,Ruim,Boa,Feminino,Sim,64.98794797739116,Baixa
82.537324834232,4.841105684077148,8.827437490645405,3.7233372759322068,Ruim,Ruim,Masculino,Nao,75.61449108614708,Baixa
34.47761840834368,3.8708963614701917,9.555867171733096,1.4892405218500246,Ruim,Boa,Masculino,Sim,81.11520037032682,Alta
63.89012327892465,7.70642369394467,9.34481301019158,5.103655738515819,Boa,Ruim,Outro,Sim,71.0249381044603,Baixa
61.03784102778287,3.9257800557959097,5.4713029544431695,2.5115060642994766,Ruim,Regular,Masculino,Nao,99.12896090623505,Media
40.456289825391245,5.249356818668429,9.050576856560113,1.0294789260562278,Boa,Excelente,Feminino,Nao,95.12384540130108,Baixa
15.112509600365575,7.642948378321371,9.939180468460465,3.313750951670416,Ruim,Regular,Outro,Nao,94.14338977553275,Media
84.39160224421623,4.6912273007232415,6.82511074175118,1.804884261942398,Ruim,Boa,Outro,Nao,79.62344211770596,Baixa
2.8173760205136844,7.264901552730311,4.151168934567699,1.70686848177489,Boa,Ruim,Outro,Sim,61.35741213326527,Baixa
12.281293856575981,4.820942429185886,9.087190092722311,3.2801551575115906,Boa,Boa,Feminino,Sim,75.44613099457857,Alta
97.6211013713991,4.080365452032745,9.539238220757706,0.3671987131150456,Boa,Excelente,Outro,Sim,89.8715449434504,Media
72.45387923873987,0.011795817429615774,9.706936799742262,0.8851651017373967,Regular,Ruim,Feminino,Nao,63.041115970883894,Media
45.605249777133004,6.216579900020976,4.874975549189629,3.4948042462886675,Boa,Boa,Outro,Sim,94.82462871369046,Alta
0.8526750524585069,2.9193653383102287,6.876220460052556,5.4698091086823375,Ruim,Boa,Outro,Sim,66.48670808908805,Baixa
77.08521122732567,3.088375865865549,7.964644979326801,1.5115668214466167,Boa,Excelente,Feminino,Nao,78.85289764293663,Media
77.6625202437019,1.535289349872314,9.402943906373311,2.468468955488462,Boa,Boa,Feminino,Nao,70.00847479608657,Baixa
85.42171336753846,1.1493920965180466,5.34371270312017,1.1604210463374975,Regular,Ruim,Masculino,Nao,72.96072174586834,Baixa
84.98255376816446,7.802137760170289,4.641168206554638,4.035659670471627,Boa,Boa,Feminino,Nao,84.96201783117928,Media
3.18970218794683,1.2655626033713316,8.64934612336537,1.5488764633803367,Boa,Boa,Outro,Nao,62.30246929647548,Alta
88.63975454549379,1.0798673550382958,9.122478235893352,4.576351563795628,Boa,Boa,Outro,Nao,85.95288669739202,Alta
36.27128053834178,6.1167460805388405,8.837656724547266,2.5625183236866356,Regular,Ruim,Masculino,Sim,80.08068756357088,Alta
45.83840594458384,4.899885021131804,6.705154375681198,0.6231731695355285,Ruim,Regular,Masculino,Sim,60.39261608837072,Alta
72.78440467038435,3.2429075131388823,4.313364474650349,1.8108310344482803,Ruim,Regular,Outro,Nao,88.41608080646954,Baixa
25.03326583711586,0.46997790560100405,5.977403473361602,1.0657027576458522,Ruim,Excelente,Masculino,Nao,87.32956593318926,Baixa
24.057039370051736,4.646070171675918,7.319197914410838,1.1049759164490014,Boa,Excelente,Masculino,Sim,81.57385659042077,Baixa
12.685864912921641,6.438540346641824,5.847228286598105,4.738213692178034,Ruim,Regular,Outro,Sim,68.02716434123653,Baixa
53.72532915372696,5.225306636640838,9.538429954842535,3.6846121036091883,Regular,Excelente,Masculino,Sim,76.2413298557835,Alta
46.87599663239696,5.365243004256257,7.631793860729521,0.05208347949202996,Regular,Boa,Outro,Sim,84.84473201660823,Baixa
29.29069111104311,7.5960197554553135,5.613664662081972,4.148866640761862,Boa,Boa,Feminino,Sim,84.6758100638911,Alta
89.95963862944619,6.27219832638172,7.938557476939909,2.109170197230733,Regular,Ruim,Feminino,Sim,74.89890180172397,Baixa
27.33746782625729,6.394197188081804,5.62269654980543,0.5180053250571321,Regular,Ruim,Masculino,Sim,97.8756485751033,Baixa
18.256530272903614,4.4173693679859705,6.357102275513793,0.7657106296860989,Ruim,Regular,Masculino,Nao,91.91397425873124,Alta
10.383319857306361,0.7564512783814266,7.457950282666262,5.859905285064753,Regular,Boa,Masculino,Sim,78.38770065955993,Baixa
14.192947598855554,6.086403857844588,7.147216011910923,5.929642265924328,Boa,Regular,Outro,Sim,70.7143726466214,Alta
9.316753832025748,4.051616470894606,9.367581748812512,5.834669083788215,Regular,Excelente,Outro,Sim,76.60631915618565,Alta
25.74240728217304,6.126737478180422,4.7866608836264035,1.6994928680352532,Ruim,Boa,Masculino,Nao,65.96964224988582,Baixa
70.70863931869468,4.620123702529621,8.61255363260561,0.8407184542349069,Boa,Boa,Masculino,Sim,87.10218429120643,Alta
43.63251997634134,5.491248594239866,8.20659600989545,3.3388951180381863,Ruim,Ruim,Feminino,Sim,68.73058658214705,Baixa
19.474371375777377,2.6312515025060126,6.634515343990098,4.65856931112276,Boa,Boa,Masculino,Sim,67.38006998545522,Baixa
64.70627661493819,5.827662581438635,8.77865560728122,4.601883483940181,Regular,Excelente,Outro,Nao,71.82974826801329,Alta
89.03161493334015,1.3102396304073043,9.374597804528328,1.1062664101219823,Regular,Boa,Feminino,Sim,94.27041306931167,Baixa
97.27408235083888,7.714664602371261,7.755847773200259,5.852236241089153,Boa,Excelente,Masculino,Sim,70.46674585068033,Baixa
96.85286581331441,2.654839569732882,9.475909257879504,3.3100834402811703,Boa,Boa,Masculino,Nao,71.83744013146892,Media
69.07934576986024,7.197701462272343,7.554935888152048,4.960851188872699,Ruim,Boa,Outro,Sim,72.15101696714328,Alta
75.05119125764877,0.8694796293089615,6.8280031602502325,2.05450985776885,Regular,Regular,Outro,Sim,65.88961508335609,Media
11.588639491005281,4.072349226911355,4.744859047914889,2.764627503296764,Boa,Boa,Feminino,Sim,62.66037097057914,Alta
86.92331349870065,5.3854301298428435,9.45946544954441,0.44720046650861445,Regular,Regular,Masculino,Nao,87.84089315891961,Baixa
28.757993904974455,7.471630026421058,5.546991377626182,1.2293159744341686,Ruim,Regular,Outro,Nao,86.02633235977282,Baixa
28.93621291413252,5.167039145461155,8.954954841363314,1.4331162702428097,Ruim,Regular,Feminino,Nao,95.4899477762853,Baixa
90.27795961546855,0.32815823173808134,5.202642104037077,1.2336352923916365,Regular,Excelente,Outro,Nao,74.68353666491218,Baixa
7.914110512384953,2.3047523144928848,7.8360634383606484,0.31326679714538574,Boa,Boa,Masculino,Nao,67.55457237701931,Media
53.35084912866252,7.7247793965700104,7.2830572454174325,2.7196972740447527,Ruim,Boa,Feminino,Nao,73.38582023242053,Alta
22.081814742003935,6.9456913071036945,8.73851850225277,1.6913923027286912,Ruim,Boa,Feminino,Nao,85.426409698133,Baixa
56.24960351768048,0.10611749423767769,7.405882653200696,5.574370222755032,Regular,Excelente,Masculino,Nao,95.20508650600038,Media
97.53519068258181,0.504668103434831,8.632938013723495,1.9655937995072394,Ruim,Regular,Outro,Nao,68.3877087763455,Media
70.09665823243807,1.6528589111002336,5.5279530767318175,0.7348700968746118,Boa,Boa,Outro,Nao,77.51835715692991,Alta
46.225114543793765,4.692906872178979,8.950272164090698,1.8610987775080086,Ruim,Regular,Feminino,Sim,98.43664119880876,Media
24.840486979962893,7.877047600950486,6.662423650965064,1.3105727632887618,Regular,Regular,Feminino,Sim,91.1116490474363,Alta
99.38337809760452,0.313509458481918,5.254292890448064,5.143242878264768,Ruim,Regular,Feminino,Sim,72.73392720639029,Alta
16.26903754459289,1.0015280387397807,4.085869353864091,0.2461204269640378,Regular,Regular,Outro,Sim,66.10272546776277,Media
88.03898434342697,3.491811866893081,7.756452175632018,4.312958102078197,Ruim,Ruim,Outro,Nao,64.91120863240018,Media
62.00266995161582,4.811683503856212,5.884859049020878,0.5935579162715472,Regular,Boa,Masculino,Nao,76.51877722366872,Baixa
67.55742352905305,6.102570207069083,9.049943248665972,5.069791570571221,Boa,Regular,Feminino,Nao,99.96065269468225,Alta
52.60571568682374,6.493336963710619,7.925518701121373,5.6639670530296256,Boa,Boa,Masculino,Nao,76.05727395890077,Baixa
43.337600504990206,0.059012046861270484,8.500678084706966,1.66177153438381,Boa,Excelente,Outro,Nao,79.79642898402689,Alta
29.59592261791397,6.3508744677380555,6.719959462177585,1.1397664282190705,Ruim,Boa,Outro,Nao,97.33281523134202,Media
1.2394413506948698,1.4033359938363166,9.037327031927791,3.6280843518836887,Ruim,Boa,Masculino,Sim,90.4894598159877,Alta
7.815940187760795,0.049577285859809805,7.6475161252873605,5.382981506436429,Boa,Regular,Feminino,Nao,84.4054866651734,Baixa
0.6279224646208559,6.01664729698513,7.680010576265805,2.827923562183673,Regular,Regular,Feminino,Sim,62.70872237527761,Alta
77.32861733465235,5.986499951090573,9.69059243505808,3.188938784093942,Ruim,Excelente,Feminino,Sim,92.62716616359268,Media
73.40227961253075,3.2465929296572593,7.797826708128165,1.7450716555241692,Ruim,Regular,Masculino,Sim,68.87289538251727,Media
0.8202684309449704,0.6575600316928414,6.672359444979701,5.41805565950936,Ruim,Ruim,Outro,Nao,68.27815477043204,Baixa
32.67738161752477,3.777149247301291,5.735374003875082,3.575543345694275,Boa,Ruim,Outro,Nao,95.04287075545164,Alta
87.98480391558091,2.8281085662627437,7.520549193074997,1.798100096018156,Ruim,Excelente,Masculino,Nao,87.18029984436848,Alta
6.275010615806598,1.8809718219187879,4.416059515337682,2.4990779324229715,Boa,Regular,Masculino,Sim,97.07341051935575,Alta
38.06248078932124,6.317550278640022,4.582284578312219,1.2198632635714197,Regular,Excelente,Outro,Nao,77.8663047993799,Alta
89.35816604934229,3.961047770564991,9.362606089623707,0.4442861427790403,Boa,Boa,Masculino,Sim,80.83495588841029,Media
17.849934245632028,1.394523777764686,5.899919736069821,0.30037500901116254,Regular,Ruim,Masculino,Sim,67.01415216921666,Baixa
15.869508259244858,4.097065549392327,4.58850041723292,5.827770573071855,Ruim,Boa,Masculino,Sim,76.8282354303198,Alta
0.4434755060181206,5.148504041387289,8.488352260736907,4.992649871387934,Ruim,Boa,Masculino,Sim,66.01478026518859,Media
50.87345251240669,5.6208681179833855,5.902351825712011,0.3757227237819134,Boa,Boa,Feminino,Nao,93.25030726822425,Media
64.85509327290112,3.9828472311067094,7.082697240397906,4.022235251849169,Regular,Ruim,Masculino,Sim,93.67417722921195,Media
56.216795329549306,1.246545824120731,6.7229460906990655,2.545123629886559,Boa,Excelente,Feminino,Nao,86.3778387816484,Baixa
29.64454499591376,1.2428404285600845,9.454764376024505,3.4129130655156628,Ruim,Boa,Outro,Sim,79.02923674165153,Alta
7.322254186226418,7.727080617806946,8.899991047952668,3.0636379740528987,Ruim,Ruim,Masculino,Sim,90.6718214077658,Media
93.13446509333254,3.677470510389451,5.821473226973071,4.221304746646128,Ruim,Ruim,Outro,Sim,76.48717068633367,Media
13.801655622942842,4.505585879982027,5.304251583030129,3.931736657063915,Boa,Regular,Masculino,Sim,78.09672594837468,Alta
98.04873561247508,7.710813757227863,4.790059459832034,2.750680036049821,Boa,Regular,Feminino,Nao,78.7115963028386,Baixa
97.27955893871734,5.936896970867242,8.023101426338425,1.757881044824433,Regular,Regular,Outro,Nao,67.20954534460382,Alta
91.45827307598438,1.504192376558672,6.884194316069137,5.972376096113066,Ruim,Boa,Feminino,Sim,81.64118461541516,Alta
35.64608206008639,2.8629407955577344,8.286561940609957,4.629862989375656,Regular,Excelente,Feminino,Nao,99.09820016358606,Media
52.72659604107815,1.3293665409005042,9.70742110412735,5.956300689536266,Regular,Regular,Masculino,Nao,65.46996312613425,Media
7.676437320005691,1.017903009803411,7.169086912050097,1.222829625591486,Boa,Regular,Feminino,Sim,65.46493690632724,Baixa
27.10633071007561,2.3319025640716475,5.6536588109455295,2.4030255429329053,Ruim,Regular,Outro,Sim,90.45689140241998,Alta
13.976520873086395,3.629331991349094,8.776010931938682,1.3808947038334205,Boa,Regular,Feminino,Sim,81.22406091974501,Alta
